DOI,Journal,Year,Title,Method category,Specific method,Evidence
https://doi.org/10.1002/pam.20135,Journal of Policy Analysis and Management,2005,Morbid obesity and the transition from welfare to work,Quantitative,Statistical,"We find a consistent correlation between weight and adverse labor market out-comes among White current and former welfare recipients. Among the African-American respondents, weight is not significantly correlated with most labor market outcomes. "
https://doi.org/10.1002/pam.20136,Journal of Policy Analysis and Management,2005,Covenants with weak swords: ISO 14001 and facilities' environmental performance,Quantitative,Statistical,Table 1 summarizes the different monitoring and enforcement programs. 
https://doi.org/10.1002/pam.20137,Journal of Policy Analysis and Management,2005,Can public policy deter smoking escalation among young adults?,Quantitative,Statistical,The estimates clearly indicate that increasing the price of cigarettes would substantially decrease the number of young adults who progress into higher intensities of smoking.  
https://doi.org/10.1002/pam.20138,Journal of Policy Analysis and Management,2005,The effects of state R&D tax credits in stimulating private R&D expenditure: A cross-state empirical analysis,Quantitative,Statistical,The statistical result shows that the establishment of state R&D credit programs is effective in stimulating more industrial R&D expenditure. 
https://doi.org/10.1002/pam.20139,Journal of Policy Analysis and Management,2005,Optimal compensating wages for military personnel,Quantitative,Statistical,Figure 2 graphically depicts this relationship for locations with too many volunteers. 
https://doi.org/10.1002/pam.20154,Journal of Policy Analysis and Management,2005,Five-year effects of an anti-poverty program on marriage among never-married mothers,Quantitative,Experimental,"Using data from an experimental evaluation of the New Hope project, an anti-poverty program that increased employment and income, this study examined the effects of New Hope on entry into marriage among never-married mothers. "
https://doi.org/10.1002/pam.20155,Journal of Policy Analysis and Management,2005,Nonprofit housing and neighborhood spillovers,Quantitative,Statistical,"To measure these benefits, we use increases in neighboring property values, estimated from a difference-in-difference specification of a hedonic regression model. "
https://doi.org/10.1002/pam.20156,Journal of Policy Analysis and Management,2005,Does agency competition improve the quality of policy analysis? Evidence from OMB and CBO fiscal projections,Quantitative,Regression,The regression results analyzing OMB fiscal projection accuracy appear in Table 2. 
https://doi.org/10.1002/pam.20157,Journal of Policy Analysis and Management,2005,Alternative routes to teaching: The impacts of Teach for America on student achievement and other outcomes,Quantitative,Experimental,"This paper reports on a randomized experiment to study the impact of an alternative teacher preparation program, Teach for America (TFA), on student achievement and other outcomes. "
https://doi.org/10.1002/pam.20158,Journal of Policy Analysis and Management,2005,Competition in the sandbox: A test of the effects of preschool competition on educational outcomes,Quantitative,Statistical,We use student-level data collected over a five-year period on a large sample of children who attended publicly subsidized prekindergarten in Georgia.
https://doi.org/10.1002/pam.20159,Journal of Policy Analysis and Management,2005,The impact of kindergarten entrance age policies on the childcare needs of families,Quantitative,Statistical,Table 1 reports the kindergarten entrance age policies by state in 1998. 
https://doi.org/10.1002/pam.20160,Journal of Policy Analysis and Management,2005,The effectiveness of regulatory disclosure policies,Qualitative,Case Study,"Based on detailed case analyses, we evaluate the user and discloser embeddedness of the eight major transparency policies. "
https://doi.org/10.1002/pam.20161,Journal of Policy Analysis and Management,2005,Did Ontario's Zero Tolerance & Graduated Licensing Law reduce youth drunk driving?,Quantitative,Statistical,I use data from the 1983–2001 Ontario Student Drug Use Surveys (OSDUS) to examine whether the Zero Tolerance (ZT) policy reduced self-reported drinking and alcohol-involved driving among youth.  
https://doi.org/10.1002/pam.20162,Journal of Policy Analysis and Management,2005,A cure for crime: Can mental health treatment diversion reduce crime among youth?,Qualitative,Case Study,…it evaluates the effect of a mental health diversion program for youth that was implemented in Texas. The paper finds that mental health diversion can be used effectively to delay or prevent youth recidivism.  
https://doi.org/10.1002/pam.20173,Journal of Policy Analysis and Management,2006,Did welfare reform influence the fertility of young teens?,Quantitative,Comparative,"Using natality data from the National Center for Health Statistics, we compare the trend in fertility rates for young women aged 15 to 17 to the trend for a control group of 18-year-olds.  "
https://doi.org/10.1002/pam.20174,Journal of Policy Analysis and Management,2006,Is full better than half? Examining the longitudinal effects of full-day kindergarten attendance,Quantitative,Statistical,This paper uses the Early Child Longitudinal Study–Kindergarten Class of 1998–1999 to evaluate the efficacy of this policy.  
https://doi.org/10.1002/pam.20175,Journal of Policy Analysis and Management,2006,Contracting for management: Assessing management capacity under alternative service delivery arrangements,Quantitative,Statistical,"Drawing on a unique survey of governmental refuse collection service directors, matched with a survey of refuse collection vendors operating under municipal contracts, we show that the vendors' management activities offset the decline in management capacity that occurs when governments contract for service delivery for this particular service. "
https://doi.org/10.1002/pam.20176,Journal of Policy Analysis and Management,2006,Attracting private investment to contaminated properties: The value of public interventions,Quantitative,Statistical,"The policy attributes themselves entail different redevelopment incentives and disincentives, each of which has two or more levels, as shown in Table 1."
https://doi.org/10.1002/pam.20177,Journal of Policy Analysis and Management,2006,Public management reform and organizational performance: An empirical assessment of the U.K. Labour government's public service improvement strategy,Quantitative,Statistical,"The statistical results indicate that planning, organizational flexibility, and user choice are associated with higher performance. "
https://doi.org/10.1002/pam.20178,Journal of Policy Analysis and Management,2006,The efficacy and effect of racial profiling: A mathematical simulation approach,Quantitative,Theoretical,"… this study circumvents such limitations by engaging in hypothetical modeling or simulation, explicitly acknowledging that the results are not intended to describe any real locale or population."
https://doi.org/10.1002/pam.20179,Journal of Policy Analysis and Management,2006,The role of earnings and financial risk in distributional analyses of Social Security reform measures,Quantitative,Statistical,This study examines the consequences of differing earnings patterns and year-to-year differences in asset returns have for Social Security retired worker benefits in three Social Security reform proposals. 
https://doi.org/10.1002/pam.20180,Journal of Policy Analysis and Management,2006,Does a more centralized urban form raise housing prices?,Quantitative,Statistical,This paper examines the relationship between various quantitative measures of urban centralization and urban housing prices through the use of a 2000 data set from the 452 Census designated urbanized areas in the United States.
https://doi.org/10.1002/pam.20190,Journal of Policy Analysis and Management,2006,Do experimental and nonexperimental evaluations give different answers about the effectiveness of government-funded training programs?,Quantitative,Meta-Analysis (Experimental),This paper uses meta-analysis to investigate whether random assignment (or experimental) evaluations of voluntary government-funded training programs for the disadvantaged have produced different conclusions than nonexperimental evaluations.
https://doi.org/10.1002/pam.20191,Journal of Policy Analysis and Management,2006,Why triggers fail (and what to do about it): An examination of the unemployment insurance extended benefits program,Quantitative,Statistical,We analyze the performance of the EB program by creating a series of policy simulations using weekly UI claims and unemployment data from the program's inception in 1970 through the most recent economic expansion in 2005. 
https://doi.org/10.1002/pam.20192,Journal of Policy Analysis and Management,2006,School choice in Chile: Is it class or the classroom?,Qualitative,Case Study,"In this research, we report on the search behavior of parents in the Metropolitan Region of Santiago, Chile, examining how they construct their school choice sets and comparing this to what they say they are seeking in choosing schools. "
https://doi.org/10.1002/pam.20193,Journal of Policy Analysis and Management,2006,Has the Food Stamp program become more accessible? Impacts of recent changes in reporting requirements and asset eligibility limits,Quantitative,Statistical,This paper uses data from the 1996 and 2001 panels of the Survey of Income and Program Participation to assess the impact of recent policy initiatives intended to increase access to Food Stamps. 
https://doi.org/10.1002/pam.20194,Journal of Policy Analysis and Management,2006,Changes in the welfare caseload and the health of low-educated mothers,Quantitative,Statistical,"In this paper, we obtained estimates of the association between changes in the welfare caseload caused by welfare policy, and four health behaviors—smoking, drinking, diet, and exercise—and four self-reported measures of health—weight, days in poor mental health, days in poor physical health, and general health status. "
https://doi.org/10.1002/pam.20195,Journal of Policy Analysis and Management,2006,Reducing traffic fatalities in the American States by upgrading seat belt use laws to primary enforcement,Quantitative,Statistical,"To test the impact of seat belt enforcement provisions, cross-sectional time series regressions are estimated for annual driver and occupant fatality rates in the American states from 1990 to 2002. "
https://doi.org/10.1002/pam.20196,Journal of Policy Analysis and Management,2006,"Do speed cameras produce net benefits? Evidence from British Columbia, Canada",Quantitative,Cost-Benefit,"The study reveals that the Rhoto Radar Program cost C$27 million per year in 2001 Canadian dollars (?US$21 million) and generated benefits valued at $142 million per year (?US$109 million), for net societal benefits of C$115 million per year (?US$88 million). "
https://doi.org/10.1002/pam.20208,Journal of Policy Analysis and Management,2006,Does sex education affect adolescent sexual behaviors and health?,Quantitative,Experimental,"Using data from the National Longitudinal Study of Adolescent Health, I find that while sex education is associated with adverse health outcomes, there is little evidence of a causal link after controlling for unobserved heterogeneity via fixed effects and instrumental variables."
https://doi.org/10.1002/pam.20209,Journal of Policy Analysis and Management,2006,Does early adolescent sex cause depressive symptoms?,Quantitative,Experimental/Statistical,"A 2003 study by the Heritage Foundation (Rector, Johnson, & Noyes, 2003) splashed across the mainstream and conservative media implying evidence of a causal link between early teen sexual activity and depression."
https://doi.org/10.1002/pam.20210,Journal of Policy Analysis and Management,2006,"Job sprawl, spatial mismatch, and black employment disadvantage",Quantitative,Statistical,"Using data from a variety of sources, including the 1990 and 2000 U.S. Census and U.S. Department of Commerce's ZIP Code Business Patterns, I control extensively for metropolitan area characteristics and other factors. "
https://doi.org/10.1002/pam.20211,Journal of Policy Analysis and Management,2006,Curbside recycling: Waste resource or waste of resources?,Quantitative,Cost Benefit,"...estimated using household survey data from over 4,000 households across 40 western U.S. cities. "
https://doi.org/10.1002/pam.20212,Journal of Policy Analysis and Management,2006,"Downsizing, competition, and organizational change in government: Is necessity the mother of invention?",Quantitative,Experimental,"Using a dataset consisting of a survey of approximately 1,600 frontline government contracting officials, the impact of variation in crisis at different buying offices on variation in behavior change is examined."
https://doi.org/10.1002/pam.20213,Journal of Policy Analysis and Management,2006,A re-examination of welfare states and inequality in rich nations: How in-kind transfers and indirect taxes change the story,Quantitative,Comparative,Previous cross-national analyses of welfare state transfers and their effects on inequality find large differences amongst rich Western nations.
https://doi.org/10.1002/pam.20214,Journal of Policy Analysis and Management,2006,State-level predictors of food insecurity among households with children,Quantitative,Statistical," Using hierarchical modeling, we identify several kinds of state characteristics that appear linked to household food security: the availability and accessibility of federal nutrition assistance programs, policies affecting economic wellbeing of low income families, and states' economic and social characteristics."
https://doi.org/10.1002/pam.20225,Journal of Policy Analysis and Management,2006,Disentangling the racial test score gap: Probing the evidence in a large urban school district,Quantitative,Statistical,We examine the size and distribution of the gap in test scores across races within New York City public schools and the factors that explain these gaps.
https://doi.org/10.1002/pam.20226,Journal of Policy Analysis and Management,2006,"School choice, racial segregation, and test-score gaps: Evidence from North Carolina's charter school program*",Quantitative,Statistical,"Using panel data that track individual students from year to year, we examine the effects of charter schools in North Carolina on racial segregation and black-white test score gaps."
https://doi.org/10.1002/pam.20227,Journal of Policy Analysis and Management,2006,"Employment, privatization, and managerial choice: Does contracting out reduce public sector employment?",Quantitative,Statistical,We examine the effects of governments' use of alternative service provision on public employment using panel data from a nationally representative sample of local governments.
https://doi.org/10.1002/pam.20228,Journal of Policy Analysis and Management,2006,The impact of child support enforcement policy on nonmarital childbearing,Quantitative,Statistical," We investigate this hypothesis with a sample of women from the Panel Study of Income Dynamics, to which we add information on state child support enforcement."
https://doi.org/10.1002/pam.20229,Journal of Policy Analysis and Management,2006,Decentralized governance and environmental change: Local institutional moderation of deforestation in Bolivia,Qualitative,Case Study,"Analyzing data from interviews and remotely sensed images from 30 municipalities in the Bolivian lowlands, we find that the local institutional performance affects unauthorized deforestation directly and indirectly, but detect no effects on either permitted or total deforestation."
https://doi.org/10.1002/pam.20230,Journal of Policy Analysis and Management,2006,Earned income credit utilization by welfare recipients: A case study of Minnesota's earned income credit program,Quantitative,Statistical,Table 2 lists receipt and take-up rates for Minnesota’s earned income credit by AFDCand TANF recipients within metropolitan and nonmetropolitan counties. 
https://doi.org/10.1002/pam.20231,Journal of Policy Analysis and Management,2006,The effects of state policy design features on take-up and crowd-out rates for the state children's health insurance program,Quantitative,Statistical, Table 1 presents the proportion of all children anduninsured children that are eligible for Medicaid and SCHIP benefits in 1997 and2001.
https://doi.org/10.1002/pam.20248,Journal of Policy Analysis and Management,2007,The impact of the introduction of premiums into a SCHIP program,Quantitative,Statistical,Administrative data between 2001 and 2004 is used to estimate a Cox proportional hazard model that predicts enrollment duration in this premiumpaying category.
https://doi.org/10.1002/pam.20247,Journal of Policy Analysis and Management,2007,Does federally subsidized rental housing depress neighborhood property values?,Quantitative,Statistical,"This paper estimates and compares the neighborhood impacts of a broad range of federally subsidized rental housing programs, using rich data for New York City and a difference-in-difference specification of a hedonic regression model."
https://doi.org/10.1002/pam.20244,Journal of Policy Analysis and Management,2007,False or fitting recognition? The use of high performance bonuses in motivating organizational achievements,Mixed methods,Theoretical & Statistical ,"This research undertakes a theoretical and empirical examination of (high performance bonus) systems in government, that is, incentive payments awarded by the federal government to state organizations or statewide programs to motivate and recognize high performance achievements."
https://doi.org/10.1002/pam.20249,Journal of Policy Analysis and Management,2007,Should you turn yourself in? The consequences of environmental self-policing,Quantitative,Statistical," Which policy will ultimately be most profitable depends on the relative costs of abatement and auditing, as shown in Table 2.1"
https://doi.org/10.1002/pam.20250,Journal of Policy Analysis and Management,2007,Are management-based regulations effective? Evidence from state pollution prevention programs,Quantitative,Statistical," Using panel data for just over 31,000 manufacturing plants in the United States, I investigate whether facilities subject to management-based regulations had larger changes in total quantities of toxic chemical releases, engaged in more pollution prevention activities, or reported fewer toxic chemicals to the Toxics Release Inventory (TRI). "
https://doi.org/10.1002/pam.20251,Journal of Policy Analysis and Management,2007,Citizen groups and scientific decisionmaking: Does public participation influence environmental outcomes?,Quantitative,Statistical/Regression," This research develops andtests a two-step treatment effects regression model to explore the impact of local groups on agency decision-making, while controlling for other factors that are likely to influence decision-making. "
https://doi.org/10.1002/pam.20262,Journal of Policy Analysis and Management,2007,How close is close enough? Evaluating propensity score matching using data from a class size reduction experiment,Quantitative,Statistical,Table 1. Descriptive statistics for all Project STAR schools and schools selected for propensity score evaluation/
https://doi.org/10.1002/pam.20279,Journal of Policy Analysis and Management,2007,"A “politically robust” experimental design for public policy evaluation, with application to the Mexican Universal Health Insurance program",Quantitative,Experimental,"The evaluation is also large scale, constituting one of the largest policy experiments to date and what may be the largest randomized health policy experiment ever. "
https://doi.org/10.1002/pam.20263,Journal of Policy Analysis and Management,2007,Uncertain policy for an uncertain world: The case of social security,Quantitative,Statistical,"The results, based on a microsimulation model with stochastic capabilities, show the extent to which it is possible to systematically address uncertainty about system finances and distributional outcomes."
https://doi.org/10.1002/pam.20264,Journal of Policy Analysis and Management,2007,The social security earnings test and work incentives,Quantitative,Statistical,"We present results from statistical models of labor force exit behavior using data from the Health and Retirement Study showing the relevance of these incentives, and investigate the importance of informational asymmetries among beneficiaries regarding benefit withholding using a dynamic life-cycle model of labor supply and benefit claiming. "
https://doi.org/10.1002/pam.20265,Journal of Policy Analysis and Management,2007,The performance of charter schools in Wisconsin,Quantitative,Comparative ," First, a comparison of achievement test scores for students in Milwaukee charter and traditional schools from 1998 to 2002 for grades 3 through 10 finds a relative advantage for charter school students using fixed effects and first difference specifications. "
https://doi.org/10.1002/pam.20266,Journal of Policy Analysis and Management,2007,Welfare and child support program knowledge gaps reduce program effectiveness,Quantitative,Data Collection,we use survey data to examine the level and sources of welfare participants' policy knowledge in the context of a substantial change in child support and welfare policy in Wisconsin. 
https://doi.org/10.1002/pam.20267,Journal of Policy Analysis and Management,2007,Income tax policy and charitable giving,Quantitative,Statistical,"Using the 2001 Panel Study of Income Dynamics data on charitable giving, this paper estimates the tax price elasticity across six nonprofit subsectors, finding substantial variation."
https://doi.org/10.1002/pam.20291,Journal of Policy Analysis and Management,2007,The implications of differences between employer and worker employment/earnings reports for policy evaluation,Quantitative,Comparative/Regression, We use data from the 1998 and 1999 waves of the Child Support Demonstration Evaluation (CSDE) Resident Parent Surveys to explore individual differences between survey and UI employment and earnings reports for a Wisconsin sample of current and former welfare recipients.
https://doi.org/10.1002/pam.20284,Journal of Policy Analysis and Management,2007,Canada's voluntary ARET program: Limited success despite industry cosponsorship,Quantitative,Regression,"For 17 ARET substances that were also covered by Canada's National Pollutant Release Inventory, we employ treatment effects regressions to control for self-selection bias."
https://doi.org/10.1002/pam.20285,Journal of Policy Analysis and Management,2007,The stigma of public programs: Does a separate S-CHIP program reduce it?,Quantitative,Comparative/Regression,Table 4. Logistic regression for the probability of rating satisfaction below 8on a 10 point scale.
https://doi.org/10.1002/pam.20286,Journal of Policy Analysis and Management,2007,Child support enforcement policy and unmarried fathers' employment in the underground and regular economies,Quantitative,Statistical ,We employ data from the Fragile Families and Child Wellbeing Study to investigate the relationship between the strength of child support enforcement (CSE) and levels of underground and regular sector employment among unmarried fathers. 
https://doi.org/10.1002/pam.20287,Journal of Policy Analysis and Management,2007,Redlining or risk? A spatial analysis of auto insurance rates in Los Angeles,Quantitative,Statistical/Regression,The empirical strategy in the regression analysis is to highlight the sensitivity ofSES variables to the inclusion of risk related variables into the model specification.
https://doi.org/10.1002/pam.20288,Journal of Policy Analysis and Management,2007,"Public housing, health, and health behaviors: Is there a connection?",Quantitative,Statistical ,Summary statistics on these variables are provided in Table 2.
https://doi.org/10.1002/pam.20289,Journal of Policy Analysis and Management,2007,The impact of child SSI enrollment on household outcomes,Quantitative,Statistical ,"Our regression analyses demonstrate that for every $100 increase in household SSI income, total household income increases by roughly $72, reflecting some modest offset of other transfer income and conditional household earnings. "
https://doi.org/10.1002/pam.20290,Journal of Policy Analysis and Management,2007,Child care quality in different state policy contexts,Quantitative,Statistical ," Using multilevel linear and logistic models, we found that more generous subsidy policies (that is, greater investment, higher income eligibility) were positively associated with the quality of care in nonprofit child care centers, as well as with the use of center care. "
https://doi.org/10.1002/pam.20304,Journal of Policy Analysis and Management,2007,"Debt, democratization, and development in Latin America: How policy can affect global warming",Quantitative,Statistical ,Table 1. Descriptive statistics of the sample
https://doi.org/10.1002/pam.20305,Journal of Policy Analysis and Management,2007,Lowering blood alcohol content levels to save lives: The European experience,Quantitative,Statistical ,This study uses European panel-based data (CARE) for the period 1991–2003 for the first time to evaluate the effectiveness of this transition by applying the differences-in-differences method in a fixed effects estimation that allows for any pattern of correlation (Cluster-Robust).
https://doi.org/10.1002/pam.20306,Journal of Policy Analysis and Management,2007,Reconciliation of income and consumption data in poverty measurement,Quantitative,Statistical ,Table 1 shows that comprehensive income poverty rates are comparable toconsumption poverty rates using standard income and expenditure survey data withtypical adjustments. 
https://doi.org/10.1002/pam.20307,Journal of Policy Analysis and Management,2007,The relationship between income and material hardship,Quantitative,Statistical ," Using panel data from the Women's Employment Study, we examine the incidence of material hardship from 1997 to 2003 among current and former welfare recipients. We then consider the extent to which income is associated with hardship. "
https://doi.org/10.1002/pam.20308,Journal of Policy Analysis and Management,2007,Direct certification in the national school lunch program expands access for children,Quantitative,Statistical ,"Figure 1 shows the distribution of the free certification rates across districts in thesample, separately for those districts that use direct certification and those that donot use the policy. "
https://doi.org/10.1002/pam.20309,Journal of Policy Analysis and Management,2007,The negative impacts of starting middle school in sixth grade,Quantitative,Statistical ,Figure 1. Percent of sixth graders attending middle schools—NC and national trends.
https://doi.org/10.1002/pam.20310,Journal of Policy Analysis and Management,2007,An effectiveness-based evaluation of five state pre-kindergarten programs,Quantitative,Experimental, The net result is quasi-experiments of the type that Cook and Campbell (1979) labeled “generally uninter-pretable” causally
https://doi.org/10.1002/pam.20311,Journal of Policy Analysis and Management,2007,Mental health and substance abuse insurance parity for federal employees: How did health plans respond?,Quantitative,Comparative ,"In this study, we examine how health plans implemented the federal employeedirective. Results show that in comparison with a set of unaffected health plans,federal employee plans were significantly more likely to augment managed carethrough contracts with managed behavioral health carve-out firms after parity. "
https://doi.org/10.1002/pam.20323,Journal of Policy Analysis and Management,2008,Presidential address: How to improve poverty measurement in the United States,Qualitative,Theoretical ,This paper discusses the reasons why the current official U.S. poverty measure is outdated and nonresponsive to many anti-poverty initiatives.
https://doi.org/10.1002/pam.20324,Journal of Policy Analysis and Management,2008,"Impacts of abstinence education on teen sexual activity, risk of pregnancy, and risk of sexually transmitted diseases",Quantitative,Experimental," Based on an experimental design, the impact analysis uses survey data collected in 2005 and early 2006 from more than 2,000 teens who had been randomly assigned to either a program group that was eligible to participate in one of the four programs or a control group that was not. "
https://doi.org/10.1002/pam.20325,Journal of Policy Analysis and Management,2008,Reassessing the WIC effect: Evidence from the Pregnancy Nutrition Surveillance System,Quantitative,Statistical ,We use data from nine states that participate in the Pregnancy Nutrition Surveillance System to address limitations in previous work.
https://doi.org/10.1002/pam.20326,Journal of Policy Analysis and Management,2008,Does homeownership counseling affect the prepayment and default behavior of affordable mortgage borrowers?,Quantitative,Statistical ,"The CAP dataset also includes a broad set of underwriting variables by link-ing loan performance data to demographic survey data that includes HEC providertype, program intensity, and other measures of HEC provision. "
https://doi.org/10.1002/pam.20327,Journal of Policy Analysis and Management,2008,Does the public sector outperform the nonprofit and for-profit sectors? Evidence from a national panel study on nursing home quality and access,Quantitative,Comparative ,"Panel data on 14,423 facilities were analyzed to compare measures of quality and access across three sectors using different estimation methods. "
https://doi.org/10.1002/pam.20328,Journal of Policy Analysis and Management,2008,"Welfare and child support: Complements, not substitutes",Quantitative,Experimental,"This paper reports the key results of the experimental evaluation, using state administrative data to examine the effects on child support outcomes and governmental cost. "
https://doi.org/10.1002/pam.20329,Journal of Policy Analysis and Management,2008,"Vertical equity consequences of very high cigarette tax increases: If the poor are the ones smoking, how could cigarette tax increases be progressive?",Quantitative,Statistical/Empirical,"Our empirical implementation uses linear approximations to the change indemand, assuming that the slope at the starting tax regime is constant:"
https://doi.org/10.1002/pam.20353,Journal of Policy Analysis and Management,2008,A strategic response to class size reduction: Combination classes and student achievement in California,Quantitative,Statistical ,My estimates suggest that class size reduction may lead to lower test scores for students placed in combination classes. 
https://doi.org/10.1002/pam.20352,Journal of Policy Analysis and Management,2008,Marriage patterns among unwed mothers: Before and after PRWORA,Quantitative,Comparative ," Newly released data from the 2002 cycle of the National Survey of Family Growth (NSFG), along with data from the 1995 cycle, allow us to compare pre- and post-PRWORA differences in (1) cumulative marriage rates among unwed mothers, and (2) patterns of marital choice (that is, differences in characteristics of the men these mothers marry, such as their education and employment status). "
https://doi.org/10.1002/pam.20354,Journal of Policy Analysis and Management,2008,The effects of an employer subsidy on employment outcomes: A study of the work opportunity and welfare-to-work tax credits,Quantitative,Statistical," I examine the effects of these subsidies on employment, wages, and job tenure using unique administrative data from Wisconsin."
https://doi.org/10.1002/pam.20357,Journal of Policy Analysis and Management,2008,Cognitive and non-cognitive predictors of success in adult education programs: Evidence from experimental data with low-income welfare recipients,Quantitative,Experimental ,....we examine the role of cognitive and non-cognitive factors in moderating experimental impacts of an adult education training program for women who lacked a high school degree or GED at the time of random assignment.
https://doi.org/10.1002/pam.20355,Journal of Policy Analysis and Management,2008,"Causes of Urban Sprawl in the United States: Auto reliance as compared to natural evolution, flight from blight, and local revenue reliance",Quantitative,Statistical/Regression,This paper describes a statistical study of the contribution of theories previously offered by economists to explain differences in the degree of urban decentralization in the U.S.
https://doi.org/10.1002/pam.20356,Journal of Policy Analysis and Management,2008,Do Job Corps performance measures track program impacts?,Quantitative,Statistical ," This paper examines the association between program performance measures and long-term program impacts, using nine-year follow-up data from a recent large-scale, national experimental evaluation of Job Corps, the nation's largest federal job training program for disadvantaged youths."
https://doi.org/10.1002/pam.20375,Journal of Policy Analysis and Management,2008,Three conditions under which experiments and observational studies produce comparable causal estimates: New findings from within-study comparisons,Quantitative,Comparative,This paper analyzes 12 recent within-study comparisons contrasting causal estimates from a randomized experiment with those from an observational study sharing the same treatment group. 
https://doi.org/10.1002/pam.20376,Journal of Policy Analysis and Management,2008,Ranking state fiscal structures using theory and evidence,Quantitative,Statistical ,"Estimates for the latter yield a growth hill, in which the incremental effect of taxes spent on productive services and infrastructure initially rises, reaches a peak, and then declines. "
https://doi.org/10.1002/pam.20366,Journal of Policy Analysis and Management,2008,In-state tuition for the undocumented: Education effects on Mexican young adults,Quantitative,Statistical/Empirical ,The objective of the empirical analysis is to test whether the provision of in-statecollege tuition for undocumented immigrants affects the college enrollment andeducational attainment of undocumented young adults
https://doi.org/10.1002/pam.20377,Journal of Policy Analysis and Management,2008,The narrowing gap in New York City teacher qualifications and its implications for student achievement in high-poverty schools,Quantitative,Regression,"Asa result, including them all in one large regression may understate the importanceof individual qualifications in affecting student achievement. For example, asshown in Table 4, while teacher experience is statistically significant and appearsimportant, few of the other measures of teacher qualifications are significant, eventhough if entered alone they would have been."
https://doi.org/10.1002/pam.20378,Journal of Policy Analysis and Management,2008,Compensation rules for climate policy in the electricity sector,Quantitative,Statistical ," Using a detailed simulation model, this paper shows that compensation to firms losing asset value under a climate cap and trade policy can be achieved for a small fraction of total allowance value, if targeted carefully."
https://doi.org/10.1002/pam.20379,Journal of Policy Analysis and Management,2008,Minimum wages and the economic well-being of single mothers,Quantitative,Statistical ,"Using pooled cross-sectional data from the 1992 to 2005 March Current Population Survey (CPS), this study examines the relationship between minimum wage increases and the economic well-being of single mothers."
https://doi.org/10.1002/pam.20380,Journal of Policy Analysis and Management,2008,Do social policy reforms have different impacts on employment and welfare use as economic conditions change?,Quantitative,Statistical ,"This paper uses March Current Population Survey data from 1985 to 2004 to explore whether social policy reforms implemented throughout the 1990s have different impacts on employment and welfare use depending on economic conditions, a topic with important policy implications but which has received little attention from researchers."
https://doi.org/10.1002/pam.20401,Journal of Policy Analysis and Management,2008,Using private demand studies to calculate socially optimal vaccine subsidies in developing countries,Quantitative,Theoretical ,"We illustrate the approach using economic and epidemiological data from two neighborhoods in Kolkata, India. We use recently published epidemiological data on the indirect effects of cholera vaccination in Matlab, Bangladesh (Ali et al., 2005) for fitting a simple mathematical model of how protection changes with vaccine coverage."
https://doi.org/10.1002/pam.20398,Journal of Policy Analysis and Management,2008,Parental leave policies and parents' employment and leave-taking,Quantitative,Statistical ,"Data are from the June Current Population Survey (CPS) Fertility Supplements, merged with other months of the CPS, and cover the period 1987 to 1994."
https://doi.org/10.1002/pam.20402,Journal of Policy Analysis and Management,2008,The effects of NBPTS-certified teachers on student achievement,Quantitative,Statistical ,We utilize an extensive database covering the universe of teachers and students in Florida for a four-year span to determine the relationship between NBPTS certification and the impact of teachers on student test scores from both low-stakes and high-stakes exams. 
https://doi.org/10.1002/pam.20403,Journal of Policy Analysis and Management,2008,The long-term effects of housing assistance on work and welfare,Quantitative,Statistical ,"Table 2 lists the results of the analysis for women in public housing, and Table 3lists the results for women in private assisted housing. "
https://doi.org/10.1002/pam.20404,Journal of Policy Analysis and Management,2008,Inequities in enforcement? Environmental justice and government performance,Quantitative,Statistical ," estimate a series of count models and find strong evidence across each of the three environmental laws that states perform less enforcement in poor counties, but little evidence of race-based inequities."
https://doi.org/10.1002/pam.20405,Journal of Policy Analysis and Management,2008,Institutional factors affecting biophysical outcomes in forest management,Quantitative,Statistical ,"This article analyzes data from 46 forests located in six countries over time. In forests where policies have been adopted for conservation, active monitoring and sanctioning by locals is associated with positive forest conditions."
https://doi.org/10.1002/pam.20406,Journal of Policy Analysis and Management,2008,The effect of recent tax changes on taxable income: Evidence from a new panel of tax returns,Quantitative,Regression ,"Auten, Carroll, and Gee (2008) examine both EGTRRA and JGTRRA using a panel con-structed with individuals who are present in cross sections of tax returns three years apart. "
https://doi.org/10.1002/pam.20407,Journal of Policy Analysis and Management,2008,The role of random assignment in social policy research,Qualitative,Descriptive ,"Submissions to Point/Counterpoint, Richard P. Nathan, Rockefeller Institute ofGovernment, 411 State Street, Albany, NY 12203"
https://doi.org/10.1002/pam.20423,Journal of Policy Analysis and Management,2009,Presidential address: From the Great Society to continuous improvement government: Shifting from “does it work?” to “what would make it better?”,Qualitative,Theoretical ,"Instead of testing program efficacy over andover again, we should engage in ongoing and evidence-based efforts to increaseprogram effectiveness (in both large and small ways)."
https://doi.org/10.1002/pam.20424,Journal of Policy Analysis and Management,2009,Information asymmetries as trade barriers: ISO 9000 increases international commerce,Quantitative,Statistical,"Based on analyses of a panel of 140 countries from 1994 to 2004, we find that ISO 9000 certification levels are associated with increases in countries' bilateral exports, particularly for developing countries' exports, which may be due to their more severe quality assurance challenges."
